,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
510,Dani Morer\Dani-Morer,es ESP,DF,es Barcelona,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
511,Nikola Moro\Nikola-Moro,hr CRO,MF,hr Dinamo Zagreb,21,1998,5,415,83,76.9,4.6,5,83,3,0,,0,1.44,8,9,-1,-0.22,+1.22,4.8,7.8,-3.0,-0.65,+2.89,Matches
512,François Moubandje\Francois-Moubandje,ch SUI,DF,hr Dinamo Zagreb,29,1990,1,90,90,16.7,1.0,1,90,1,0,,2,0.00,1,4,-3,-3.00,-3.00,0.3,2.4,-2.1,-2.15,-0.99,Matches
513,Mason Mount\Mason-Mount,eng ENG,MFFW,eng Chelsea,20,1999,8,450,56,62.5,5.0,6,72,3,2,10,0,1.38,5,13,-8,-1.60,-2.93,6.5,8.6,-2.1,-0.42,-2.43,Matches
514,Lucas Moura\Lucas-Moura,br BRA,FWMF,eng Tottenham,26,1992,6,399,67,55.4,4.4,5,76,2,1,20,2,0.67,5,14,-9,-2.03,-4.55,4.2,9.0,-4.8,-1.09,-2.84,Matches
515,Toni Moya\Toni-Moya,es ESP,MF,es Atlético Madrid,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
516,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,de RB Leipzig,21,1997,10,698,70,77.6,7.8,7,85,6,3,35,0,2.00,13,9,+4,+0.52,+0.52,13.3,9.4,+3.9,+0.50,+0.06,Matches
517,Thomas Müller\Thomas-Muller,de GER,MFFW,de Bayern Munich,29,1989,10,711,71,71.8,7.9,7,89,6,3,29,1,3.00,28,5,+23,+2.91,-0.96,23.2,7.5,+15.7,+1.99,-0.02,Matches
518,Simone Muratore\Simone-Muratore,it ITA,MF,it Juventus,21,1998,1,1,1,0.1,0.0,0,,0,1,1,1,3.00,0,0,0,0.00,-1.00,0.0,0.0,0.0,0.00,-0.36,Matches
519,Luis Muriel\Luis-Muriel,co COL,FW,it Atalanta,28,1991,6,220,37,27.2,2.4,2,65,0,4,23,3,1.17,3,6,-3,-1.23,-1.53,4.8,4.8,0.0,0.00,-0.02,Matches
520,Leon Musayev\Leon-Musayev,ru RUS,MF,ru Zenit,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
521,Jamal Musiala\Jamal-Musiala,de GER,MF,de Bayern Munich,16,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
522,Fernando Muslera\Fernando-Muslera,uy URU,GK,tr Galatasaray,33,1986,6,540,90,100.0,6.0,6,90,6,0,,0,0.33,1,14,-13,-2.17,,3.0,15.9,-12.9,-2.15,,Matches
523,Yvon Mvogo\Yvon-Mvogo,ch SUI,GK,de RB Leipzig,25,1994,1,27,27,3.0,0.3,0,,0,1,27,9,1.00,2,0,+2,+6.67,+6.46,2.0,0.1,+1.9,+6.21,+5.89,Matches
524,Enoch Mwepu\Enoch-Mwepu,zm ZAM,MF,at RB Salzburg,21,1998,5,403,81,74.6,4.5,4,90,3,1,45,1,0.80,9,10,-1,-0.22,-2.85,7.4,8.8,-1.3,-0.30,-1.78,Matches
525,Joakim Mæhle\Joakim-Maehle,dk DEN,DF,be Genk,22,1997,6,540,90,100.0,6.0,6,90,6,0,,0,0.17,5,20,-15,-2.50,,6.4,15.1,-8.7,-1.46,,Matches
526,Nacho\Nacho,es ESP,DF,es Real Madrid,29,1990,1,45,45,6.3,0.5,1,45,0,0,,2,1.00,0,2,-2,-4.00,-4.80,0.9,1.2,-0.2,-0.47,-0.99,Matches
527,Yuto Nagatomo\Yuto-Nagatomo,jp JPN,DF,tr Galatasaray,32,1986,6,523,87,96.9,5.8,6,87,4,0,,0,0.33,1,13,-12,-2.07,+3.23,2.9,15.2,-12.3,-2.12,+0.94,Matches
528,Keylor Navas\Keylor-Navas,cr CRC,GK,fr Paris S-G,32,1986,9,798,89,80.6,8.9,9,89,8,0,,1,2.11,15,6,+9,+1.02,-3.67,15.5,9.5,+5.9,+0.67,-2.74,Matches
529,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,eng Tottenham,22,1996,6,339,57,47.1,3.8,4,76,2,2,18,1,1.67,13,6,+7,+1.86,+3.51,9.1,4.2,+4.9,+1.31,+2.13,Matches
530,Dieumerci Ndongala\Dieumerci-Ndongala,cd COD,MFFW,be Genk,28,1991,3,119,40,22.0,1.3,1,71,0,2,24,1,0.00,3,8,-5,-3.78,-1.64,1.1,3.8,-2.6,-2.00,-0.70,Matches
531,David Neres\David-Neres,br BRA,FW,nl Ajax,22,1997,4,180,45,33.3,2.0,2,77,0,2,14,0,1.88,7,4,+3,+1.50,+0.75,2.3,4.9,-2.7,-1.33,-0.89,Matches
532,Neto\Neto,br BRA,GK,es Barcelona,30,1989,1,90,90,11.1,1.0,1,90,1,0,,8,3.00,2,1,+1,+1.00,+1.00,1.2,1.0,+0.2,+0.21,+0.39,Matches
533,Manuel Neuer\Manuel-Neuer,de GER,GK,de Bayern Munich,33,1986,11,990,90,100.0,11.0,11,90,11,0,,0,3.00,43,8,+35,+3.18,,32.7,10.7,+21.9,+1.99,,Matches
534,Neymar\Neymar,br BRA,FWMF,fr Paris S-G,27,1992,7,585,84,59.1,6.5,6,90,6,1,45,0,1.86,15,5,+10,+1.54,-0.46,15.0,6.1,+8.9,+1.37,+0.41,Matches
535,Saúl Ñíguez\Saul-Niguez,es ESP,MF,es Atlético Madrid,24,1994,9,840,93,100.0,9.3,9,93,9,0,,0,1.78,13,9,+4,+0.43,,13.0,7.2,+5.8,+0.63,,Matches
536,Rasmus Nissen\Rasmus-Nissen,dk DEN,DF,at RB Salzburg,22,1997,6,533,89,98.7,5.9,6,89,5,0,,0,1.17,16,13,+3,+0.51,+0.51,12.0,11.4,+0.6,+0.11,-3.64,Matches
537,Christopher Nkunku\Christopher-Nkunku,fr FRA,MFFW,de RB Leipzig,21,1997,9,510,57,56.7,5.7,7,69,1,2,14,1,1.89,9,6,+3,+0.53,+0.30,9.5,5.5,+4.0,+0.70,+0.50,Matches
538,Casper de Norre\Casper-de-Norre,be BEL,DF,be Genk,22,1997,3,255,85,47.2,2.8,3,85,1,0,,3,0.00,2,10,-8,-2.82,-0.61,3.7,7.5,-3.7,-1.32,+0.27,Matches
539,Hugo Novoa\Hugo-Novoa,es ESP,MF,de RB Leipzig,16,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
540,Steven Nzonzi\Steven-Nzonzi,fr FRA,MFDF,tr Galatasaray,30,1988,5,386,77,71.5,4.3,5,77,3,0,,0,0.20,0,10,-10,-2.33,-0.58,2.2,10.9,-8.8,-2.05,+0.34,Matches
541,Jan Oblak\Jan-Oblak,si SVN,GK,es Atlético Madrid,26,1993,9,840,93,100.0,9.3,9,93,9,0,,0,1.78,13,9,+4,+0.43,,13.0,7.2,+5.8,+0.63,,Matches
542,Stephen Odey\Stephen-Odey,ng NGA,FW,be Genk,21,1998,1,10,10,1.9,0.1,0,,0,1,10,2,0.00,1,1,0,0.00,+2.55,0.3,0.6,-0.3,-2.60,-1.16,Matches
543,Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,de Bayern Munich,23,1995,1,20,20,2.0,0.2,0,,0,1,20,4,3.00,2,0,+2,+9.00,+5.94,0.6,0.3,+0.3,+1.35,-0.65,Matches
544,Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,es Real Madrid,23,1995,1,90,90,12.5,1.0,1,90,1,0,,1,3.00,3,1,+2,+2.00,+1.71,1.3,1.1,+0.2,+0.22,-0.27,Matches
545,Eric Oelschlägel\Eric-Oelschlagel,de GER,GK,de Dortmund,23,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
546,David Okereke\David-Okereke,ng NGA,FWDF,be Club Brugge,21,1997,4,173,43,32.0,1.9,2,63,0,2,24,1,1.50,1,5,-4,-2.08,-1.10,2.7,4.0,-1.3,-0.69,-0.66,Matches
547,Masaya Okugawa\Masaya-Okugawa,jp JPN,MFFW,at RB Salzburg,23,1996,4,76,19,14.1,0.8,0,,0,4,19,1,1.50,2,1,+1,+1.18,+0.80,2.1,2.4,-0.3,-0.33,-0.56,Matches
548,Peter Olayinka\Peter-Olayinka,ng NGA,FWMF,cz Slavia Prague,23,1995,6,534,89,98.9,5.9,6,89,5,0,,0,1.00,4,9,-5,-0.84,+14.16,7.7,11.3,-3.6,-0.60,+1.74,Matches
549,Marco Olivieri\Marco-Olivieri,it ITA,MF,it Juventus,20,1999,1,7,7,1.0,0.1,0,,0,1,7,0,3.00,0,0,0,0.00,-1.01,0.1,0.0,+0.1,+1.39,+1.03,Matches
550,Dani Olmo\Dani-Olmo,es ESP,MFFW,hr Dinamo Zagreb,21,1998,6,539,90,99.8,6.0,6,90,5,0,,0,1.45,10,13,-3,-0.50,-0.50,6.0,13.9,-7.9,-1.32,-1.32,Matches
551,Dani Olmo\Dani-Olmo,es ESP,MF,de RB Leipzig,21,1998,2,127,64,14.1,1.4,2,64,0,0,,2,1.50,1,3,-2,-1.42,-2.12,0.8,2.9,-2.1,-1.52,-2.34,Matches
552,André Onana\Andre-Onana,cm CMR,GK,nl Ajax,23,1996,6,540,90,100.0,6.0,6,90,6,0,,0,1.80,12,6,+6,+1.00,,6.7,11.2,-4.5,-0.74,,Matches
553,Jerome Onguene\Jerome-Onguene,cm CMR,DF,at RB Salzburg,21,1997,4,360,90,66.7,4.0,4,90,4,0,,2,1.00,8,8,0,0.00,-1.50,6.9,10.1,-3.1,-0.79,-2.82,Matches
554,Paul Onuachu\Paul-Onuachu,ng NGA,FW,be Genk,25,1994,5,214,43,39.6,2.4,2,85,1,3,15,1,0.00,1,9,-8,-3.36,-1.43,3.4,6.2,-2.8,-1.19,+0.45,Matches
555,Loïs Openda\Lois-Openda,be BEL,FW,be Club Brugge,19,2000,4,138,35,25.6,1.5,1,76,0,3,21,0,1.43,0,4,-4,-2.61,-1.71,1.0,1.7,-0.7,-0.46,-0.30,Matches
556,Willi Orban\Willi-Orban,hu HUN,DF,de RB Leipzig,26,1992,4,279,70,31.0,3.1,3,90,3,1,9,1,1.50,4,4,0,0.00,-0.58,4.7,3.9,+0.8,+0.25,-0.35,Matches
557,Jandro Orellana\Jandro-Orellana,es ESP,MF,es Barcelona,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
558,Divock Origi\Divock-Origi,be BEL,FW,eng Liverpool,24,1995,6,190,32,25.3,2.1,1,88,0,5,20,1,2.00,4,3,+1,+0.47,+0.15,3.7,1.2,+2.6,+1.21,+0.57,Matches
559,Mislav Oršić\Mislav-Orsic,hr CRO,FWMF,hr Dinamo Zagreb,26,1992,6,471,79,87.2,5.2,6,79,1,0,,0,1.58,8,8,0,0.00,+3.91,5.0,9.3,-4.3,-0.82,+3.93,Matches
560,Victor Osimhen\Victor-Osimhen,ng NGA,FW,fr Lille,20,1998,5,450,90,83.3,5.0,5,90,5,0,,1,0.20,3,12,-9,-1.80,-0.80,6.7,6.8,-0.1,-0.01,+2.21,Matches
561,Yordan Osorio\Yordan-Osorio,ve VEN,DF,ru Zenit,25,1994,5,324,65,60.0,3.6,3,90,3,2,27,1,0.80,3,7,-4,-1.11,-1.94,3.7,6.5,-2.8,-0.77,-1.04,Matches
562,David Ospina\David-Ospina,co COL,GK,it Napoli,30,1988,2,180,90,25.0,2.0,2,90,2,0,,6,0.50,2,4,-2,-1.00,-2.17,2.7,2.2,+0.5,+0.25,-0.23,Matches
563,Nicolás Otamendi\Nicolas-Otamendi,ar ARG,DF,eng Manchester City,31,1988,8,557,70,68.8,6.2,6,89,5,2,13,1,2.50,13,4,+9,+1.45,+0.39,14.4,4.0,+10.4,+1.68,-0.21,Matches
564,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,eng Liverpool,25,1993,5,281,56,37.5,3.1,3,76,0,2,27,3,1.40,6,1,+5,+1.60,+1.99,4.9,1.4,+3.5,+1.13,+0.56,Matches
565,Şener Özbayraklı\Sener-Ozbayrakli,tr TUR,DF,tr Galatasaray,29,1990,2,20,10,3.7,0.2,0,,0,2,10,2,0.50,0,1,-1,-4.50,-2.42,0.1,1.6,-1.4,-6.46,-4.48,Matches
566,Ramazan Özcan\Ramazan-Ozcan,at AUT,GK,de Leverkusen,35,1984,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
567,Magomed Ozdoyev\Magomed-Ozdoyev,ru RUS,MF,ru Zenit,26,1992,6,463,77,85.7,5.1,5,84,4,1,44,0,1.17,6,8,-2,-0.39,-0.39,5.0,7.2,-2.2,-0.42,-0.51,Matches
568,Daniele Padelli\Daniele-Padelli,it ITA,GK,it Inter,33,1985,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
569,Joseph Paintsil\Joseph-Paintsil,gh GHA,MF,be Genk,21,1998,3,156,52,28.9,1.7,2,77,1,1,2,0,0.33,0,6,-6,-3.46,-1.35,2.5,4.5,-2.0,-1.17,+0.41,Matches
570,Cole Palmer\Cole-Palmer,eng ENG,MF,eng Manchester City,17,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
571,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,eng Chelsea,24,1994,3,199,66,27.6,2.2,2,90,2,1,19,2,1.33,3,6,-3,-1.36,-1.18,3.7,4.1,-0.4,-0.16,-0.90,Matches
572,Radovan Pankov\Radovan-Pankov,rs SRB,DF,rs Red Star,23,1995,1,22,22,4.1,0.2,0,,0,1,22,4,1.33,0,1,-1,-4.09,-1.31,0.0,1.1,-1.1,-4.37,-2.24,Matches
573,Avraam Papadopoulos\Avraam-Papadopoulos,gr GRE,DFMF,gr Olympiacos,34,1984,0,,,,,0,,0,0,,6,1.00,,,,,,,,,,,Matches
574,Leandro Paredes\Leandro-Paredes,ar ARG,MF,fr Paris S-G,25,1994,6,370,62,37.4,4.1,4,81,1,2,23,2,2.50,14,1,+13,+3.16,+2.29,12.4,2.5,+9.9,+2.42,+1.95,Matches
575,Daniel Parejo\Daniel-Parejo,es ESP,MF,es Valencia,30,1989,8,720,90,100.0,8.0,8,90,8,0,,0,1.38,13,15,-2,-0.25,,12.4,13.8,-1.4,-0.18,,Matches
576,Troy Parrott\Troy-Parrott,ie IRL,FW,eng Tottenham,17,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
577,Thomas Partey\Thomas-Partey,gh GHA,MF,es Atlético Madrid,26,1993,8,735,92,87.5,8.2,8,92,7,0,,1,2.00,11,7,+4,+0.49,+0.49,11.5,6.6,+4.9,+0.60,-0.21,Matches
578,Mario Pašalić\Mario-Pasalic,hr CRO,MFFW,it Atalanta,24,1995,9,690,77,85.2,7.7,7,86,4,2,45,0,1.44,16,11,+5,+0.65,+5.15,15.4,11.0,+4.3,+0.57,+3.72,Matches
579,Alan Patrick\Alan-Patrick,br BRA,MF,ua Shakhtar,28,1991,6,494,82,91.5,5.5,6,82,3,0,,0,1.00,5,11,-6,-1.09,-3.05,5.1,11.1,-6.0,-1.09,-1.50,Matches
580,Paulinho\Paulinho,br BRA,FWMF,de Leverkusen,19,2000,2,38,19,7.0,0.4,0,,0,2,19,3,0.00,0,2,-2,-4.74,-4.38,0.7,1.0,-0.3,-0.59,-0.26,Matches
581,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,es Valencia,28,1990,6,539,90,74.9,6.0,6,90,5,0,,0,1.83,9,7,+2,+0.33,+2.32,8.3,10.1,-1.9,-0.31,-0.53,Matches
582,Benjamin Pavard\Benjamin-Pavard,fr FRA,DF,de Bayern Munich,23,1996,8,639,80,64.5,7.1,7,90,7,1,9,1,3.00,28,5,+23,+3.24,+0.16,21.7,5.2,+16.6,+2.33,+0.95,Matches
583,Milan Pavkov\Milan-Pavkov,rs SRB,FW,rs Red Star,25,1994,3,188,63,34.8,2.1,2,80,1,1,29,1,1.00,0,6,-6,-2.87,-0.06,1.0,6.0,-4.9,-2.35,-0.20,Matches
584,Pedro\Pedro,es ESP,FWDF,eng Chelsea,32,1987,3,99,33,13.8,1.1,0,,0,3,33,1,1.00,0,2,-2,-1.82,-1.53,2.0,1.4,+0.6,+0.57,+0.08,Matches
585,Iñaki Peña\Inaki-Pena,es ESP,GK,es Barcelona,20,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
586,Carles Pérez\Carles-Perez,es ESP,FW,es Barcelona,21,1998,1,84,84,10.4,0.9,1,84,0,0,,3,3.00,1,1,0,0.00,-0.12,1.0,1.0,0.0,+0.04,+0.20,Matches
587,Dino Perić\Dino-Peric,hr CRO,DF,hr Dinamo Zagreb,25,1994,5,450,90,83.3,5.0,5,90,5,0,,0,1.73,9,9,0,0.00,+3.00,5.7,11.5,-5.8,-1.15,+0.99,Matches
588,Ivan Perišić\Ivan-Perisic,hr CRO,FW,de Bayern Munich,30,1989,10,423,42,42.7,4.7,5,68,0,5,16,0,3.00,20,4,+16,+3.40,+0.39,16.0,4.6,+11.4,+2.42,+0.75,Matches
589,Bruno Petković\Bruno-Petkovic,hr CRO,FW,hr Dinamo Zagreb,24,1994,6,463,77,85.7,5.1,5,87,2,1,29,0,1.58,8,9,-1,-0.19,+2.14,4.5,11.2,-6.7,-1.29,+0.18,Matches
590,Njegoš Petrović\Njegos-Petrovic,rs SRB,MF,rs Red Star,20,1999,5,302,60,55.9,3.4,3,85,2,2,24,1,0.67,2,11,-9,-2.68,+0.34,2.8,10.9,-8.1,-2.40,-0.41,Matches
591,Roberto Piccoli\Roberto-Piccoli,it ITA,FW,it Atalanta,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
592,Jérémy Pied\Jeremy-Pied,fr FRA,DF,fr Lille,30,1989,1,90,90,16.7,1.0,1,90,1,0,,3,0.00,1,2,-1,-1.00,+0.80,0.4,2.6,-2.2,-2.22,-2.21,Matches
593,Kik Pierie\Kik-Pierie,nl NED,DF,nl Ajax,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
594,Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,it Juventus,29,1990,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
595,Ivo Pinto\Ivo-Pinto,pt POR,DF,hr Dinamo Zagreb,29,1990,0,,,,,0,,0,0,,1,3.00,,,,,,,,,,,Matches
596,Jakub Piotrowski\Jakub-Piotrowski,pl POL,MF,be Genk,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
597,Gerard Piqué\Gerard-Pique,es ESP,DF,es Barcelona,32,1987,7,629,90,77.7,7.0,7,90,6,0,,0,1.71,10,12,-2,-0.29,-1.78,9.6,12.6,-3.0,-0.42,-1.26,Matches
598,Łukasz Piszczek\Lukasz-Piszczek,pl POL,DF,de Dortmund,34,1985,6,362,60,50.3,4.0,4,86,3,2,9,1,2.00,4,6,-2,-0.50,-0.75,4.0,6.8,-2.8,-0.70,-1.44,Matches
599,Pizzi\Pizzi,pt POR,MFFW,pt Benfica,29,1989,6,402,67,74.4,4.5,4,78,1,2,45,0,1.17,7,5,+2,+0.45,+2.40,5.2,6.2,-1.0,-0.22,-0.01,Matches
600,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,it Juventus,29,1990,8,656,82,91.1,7.3,8,82,5,0,,0,2.38,14,5,+9,+1.23,+2.64,10.4,8.3,+2.2,+0.30,-0.75,Matches
601,Daniel Podence\Daniel-Podence,pt POR,FWMF,gr Olympiacos,23,1995,6,457,76,84.6,5.1,5,85,3,1,30,0,1.67,7,13,-6,-1.18,-1.18,7.2,10.1,-2.9,-0.56,-0.28,Matches
602,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,FW,de Leverkusen,24,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
603,Matteo Politano\Matteo-Politano,it ITA,FWMF,it Napoli,25,1993,2,38,19,5.3,0.4,0,,0,2,19,0,0.50,0,0,0,0.00,-0.66,0.7,0.5,+0.2,+0.51,+0.09,Matches
604,Matteo Politano\Matteo-Politano,it ITA,FWDF,it Inter,25,1993,4,65,16,12.0,0.7,0,,0,4,16,2,0.25,1,3,-2,-2.77,-3.34,0.7,1.4,-0.7,-0.96,-1.13,Matches
605,Marin Pongračić\Marin-Pongracic,hr CRO,DF,at RB Salzburg,21,1997,1,45,45,8.3,0.5,1,45,0,0,,0,1.00,1,1,0,0.00,-0.55,1.3,1.8,-0.6,-1.19,-1.47,Matches
606,Zoran Popović\Zoran-Popovic,rs SRB,GK,rs Red Star,31,1988,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
607,Manolo Portanova\Manolo-Portanova,it ITA,MF,it Juventus,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
608,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FWMF,de RB Leipzig,25,1994,8,576,72,64.0,6.4,6,90,6,2,18,1,2.00,8,9,-1,-0.16,-1.55,9.4,9.3,+0.1,+0.01,-1.33,Matches
609,Smail Prevljak\Smail-Prevljak,ba BIH,FW,at RB Salzburg,24,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
610,Quincy Promes\Quincy-Promes,nl NED,FWMF,nl Ajax,27,1992,5,423,85,78.3,4.7,5,85,3,0,,0,2.00,12,4,+8,+1.70,+3.24,5.6,9.7,-4.1,-0.87,-0.58,Matches
611,Lukáš Provod\Lukas-Provod,cz CZE,MFFW,cz Slavia Prague,22,1996,2,15,8,2.8,0.2,0,,0,2,8,1,1.00,0,1,-1,-6.00,-5.14,0.0,0.3,-0.2,-1.43,-0.83,Matches
612,Riqui Puig\Riqui-Puig,es ESP,MF,es Barcelona,19,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
613,Christian Pulisic\Christian-Pulisic,us USA,FW,eng Chelsea,20,1998,4,266,67,36.9,3.0,3,80,2,1,25,1,2.00,9,6,+3,+1.02,+2.40,9.5,3.7,+5.8,+1.96,+2.33,Matches
614,Andriy Pyatov\Andriy-Pyatov,ua UKR,GK,ua Shakhtar,35,1984,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,8,13,-5,-0.83,,6.7,12.5,-5.8,-0.97,,Matches
615,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,it Juventus,24,1995,5,367,73,51.0,4.1,4,85,2,1,26,2,2.40,7,3,+4,+0.98,-0.04,6.5,4.6,+1.9,+0.47,+0.21,Matches
616,Rafael\Rafael,br BRA,DF,fr Lyon,29,1990,1,72,72,8.0,0.8,1,72,0,0,,6,1.00,1,2,-1,-1.25,-1.36,0.4,2.1,-1.7,-2.16,-1.70,Matches
617,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,es Barcelona,31,1988,7,345,49,42.6,3.8,4,71,1,3,20,2,2.14,7,4,+3,+0.78,+1.17,5.2,5.3,-0.1,-0.02,+0.22,Matches
618,Yaroslav Rakitskiy\Yaroslav-Rakitskiy,ua UKR,DF,ru Zenit,29,1989,5,450,90,83.3,5.0,5,90,5,0,,0,1.40,7,6,+1,+0.20,+3.20,5.8,5.6,+0.2,+0.05,+2.38,Matches
619,André Ramalho\Andre-Ramalho,br BRA,DF,at RB Salzburg,27,1992,2,180,90,33.3,2.0,2,90,2,0,,4,1.50,8,5,+3,+1.50,+1.50,5.4,1.3,+4.1,+2.03,+2.82,Matches
620,Sergio Ramos\Sergio-Ramos,es ESP,DF,es Real Madrid,33,1986,5,445,89,61.8,4.9,5,89,4,0,,0,1.60,12,6,+6,+1.21,+1.87,12.8,7.1,+5.7,+1.16,+1.83,Matches
621,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,it Juventus,28,1990,6,202,34,28.1,2.2,2,63,0,4,19,0,2.17,3,2,+1,+0.45,-0.77,3.5,2.7,+0.8,+0.34,-0.03,Matches
622,Lazar Ranđelović\Lazar-Randjelovic,rs SRB,FW,gr Olympiacos,21,1997,4,88,22,16.3,1.0,1,60,0,3,9,1,1.38,0,0,0,0.00,+1.19,0.4,1.6,-1.1,-1.13,-0.73,Matches
623,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,fr Lyon,21,1998,8,328,41,36.4,3.6,3,82,1,5,16,1,1.00,4,4,0,0.00,0.00,4.2,5.0,-0.9,-0.24,+0.56,Matches
624,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,pt Benfica,22,1997,5,375,75,69.4,4.2,5,75,4,0,,1,1.40,8,6,+2,+0.48,+2.12,5.7,5.7,0.0,0.00,+0.70,Matches
625,Ludovit Reis\Ludovit-Reis,nl NED,MF,es Barcelona,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
626,Loïc Rémy\Loic-Remy,fr FRA,FW,fr Lille,32,1987,4,209,52,38.7,2.3,2,90,2,2,15,2,0.25,3,6,-3,-1.29,+0.61,2.4,5.0,-2.5,-1.09,-1.16,Matches
627,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,de Leverkusen,20,1998,2,100,50,18.5,1.1,1,90,1,1,10,3,3.00,2,1,+1,+0.90,+1.92,0.7,2.0,-1.3,-1.14,-0.96,Matches
628,Marco Reus\Marco-Reus,de GER,FWMF,de Dortmund,30,1989,4,360,90,50.0,4.0,4,90,4,0,,0,1.75,5,4,+1,+0.25,+0.75,7.1,6.1,+0.9,+0.23,+0.44,Matches
629,Gio Reyna\Gio-Reyna,us USA,FWMF,de Dortmund,16,2002,2,43,22,6.0,0.5,0,,0,2,22,0,1.50,2,1,+1,+2.09,+2.36,0.9,1.2,-0.3,-0.64,-0.70,Matches
630,Jander Ribeiro Santana\Jander-Ribeiro-Santana,br BRA,DF,rs Red Star,31,1988,3,144,48,26.7,1.6,1,90,1,2,27,3,0.83,0,7,-7,-4.37,-2.10,0.2,5.9,-5.7,-3.56,-1.83,Matches
631,Federico Ricca\Federico-Ricca,uy URU,DF,be Club Brugge,24,1994,3,270,90,50.0,3.0,3,90,3,0,,1,1.60,1,2,-1,-0.33,+2.00,4.2,2.5,+1.7,+0.57,+1.62,Matches
632,Sergio Rico\Sergio-Rico,es ESP,GK,fr Paris S-G,25,1993,3,192,64,19.4,2.1,2,90,2,1,12,8,3.00,10,0,+10,+4.69,+3.67,8.4,1.1,+7.3,+3.41,+2.74,Matches
633,Mats Rits\Mats-Rits,be BEL,MF,be Club Brugge,26,1993,5,395,79,73.1,4.4,5,79,2,0,,1,1.44,2,9,-7,-1.59,-0.97,5.5,7.3,-1.9,-0.42,-0.68,Matches
634,Sergi Roberto\Sergi-Roberto,es ESP,DFMF,es Barcelona,27,1992,6,411,69,50.7,4.6,4,79,3,2,48,0,1.83,9,7,+2,+0.44,+0.66,7.0,8.0,-1.0,-0.22,-0.16,Matches
635,Andrew Robertson\Andrew-Robertson,sco SCO,DF,eng Liverpool,25,1994,8,649,81,86.5,7.2,7,90,6,1,17,0,1.63,11,10,+1,+0.14,-1.64,11.8,7.4,+4.5,+0.62,-1.24,Matches
636,Milan Rodić\Milan-Rodic,rs SRB,DF,rs Red Star,28,1991,5,441,88,81.7,4.9,5,88,4,0,,0,1.23,3,16,-13,-2.65,+0.98,3.9,12.9,-9.0,-1.84,+2.11,Matches
637,Rodri\Rodri,es ESP,MF,eng Manchester City,23,1996,8,620,78,76.5,6.9,8,78,2,0,,0,2.38,16,7,+9,+1.31,-0.11,16.5,4.8,+11.7,+1.70,-0.16,Matches
638,Rodrigo\Rodrigo,es ESP,FW,es Valencia,28,1991,6,526,88,73.1,5.8,6,88,3,0,,0,1.67,11,9,+2,+0.34,+2.20,9.3,10.3,-1.0,-0.18,-0.01,Matches
